polarity	pos	neg	neu	compound	text	username
neutro	0.0	0.0	1.0	0.0	El duro camino de los migrantes #venezolanos que evaden frontera en #Ecuador https://www.diariolasamericas.com/c4183554	Diario Las Américas
neutro	0.0	0.0	1.0	0.0	Países como Colombia, Perú y Ecuador son los más afectados por la migración venezolana https://konzapata.com/noticia/72670/katalejo/el-exodo-venezolano-tambien-es-un-problema-economico-para-america-latina.html … #23Nov -	KonZapata.com
neutro	0.0	0.0	1.0	0.0	Ecuador dejará pasar por su territorio a migrantes venezolanos con visa de ingreso a otro país https://bit.ly/2lLTrFS  #13sep	DolarToday®
neutro	0.0	0.05	0.95	-0.296	Estoy de acuerdo con W  Izarra, sres venezolanos en Ecuador, Perú y Colombia regresen para su pais Venezuela,  no me importa si piensas distinto, es indignante lo q les hacen, salgan de esa mierda donde reina el odio, el crimen y la droga a Granell , nada como Venezuela	Mary R  Romero
neutro	0.0	0.128	0.872	-0.296	Migrantes venezolanos que no pueden pasar a Ecuador se refugian en parques de Bogotá https://lanacionweb.com/internacional/migrantes-venezolanos-que-no-pueden-pasar-a-ecuador-se-refugian-en-parques-de-bogota/ … vía @lanacionweb	maria CHACÓN
neutro	0.0	0.0	1.0	0.0	Lo dicho esta gente, se está convirtiendo en una plaga en Ecuador. FUERA VENEZOLANOS DE ECUADOR. http://fb.me/1gh8ZCGsh	Henry F. Gómez M.
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile coordinan “una migración segura” de venezolanos en la región https://vozdeamerica.org/2019/09/03/ecuador-peru-y-chile-coordinan-una-migracion-segura-de-venezolanos-en-la-region/ …pic.twitter.com/TEwelH6Bck	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	Un día en las casas de paso que albergan a los migrantes venezolanos varados tratando entrar a Ecuador http://uni.vi/apXc101L4Z0  vía @UniNoticias @Sory_Constante @EduLeon_photo	jose ramon angulo
neutro	0.0	0.0	1.0	0.0	¡VÍA ELECTRÓNICA! Aquí los requisitos para el registro de migrantes venezolanos en Ecuador https://is.gd/42en0l pic.twitter.com/vIzXEzgUqy	Noticia Al Minuto
neutro	0.0	0.054	0.946	-0.3736	“Los sirios son como los m&m cuál es el terrotista?”me dijo un día un amigo hablando de la migración en Europa, eso nos pasó en Latinoamérica con los venezolanos, les abrimos las puertas y cuáles son chavistas y vienen a sembrar caos y violencia? No lo sabemos, miremos a Ecuador pic.twitter.com/EYQumU1riu	LUIS ERNESTO PUYANA
neutro	0.0	0.05	0.95	-0.296	"""Todo lo que se sabe hasta el momento del cubano detenido en #Ecuador junto a un grupo de venezolanos, acusados de intentar """"desestabilizar"""" el gobierno de @Lenin Es un taxista, no un espía de la inteligencia #cubana detalles en https://cubatrendings.com/2019/10/12/cubano-que-hace-uber-en-ecuador/ … #uber #cabify #Xenofobia pic.twitter.com/2GJImUFrLC"""	Cuba Trendings
neutro	0.0	0.0	1.0	0.0	¡MEDIDAS POR EL MASIVO ÉXODO! Ecuador también estudia imponer visa a migrantes venezolanos https://maduradas.com/medidas-masivo-exodo-ecuador-tambien-estudia-imponer-visa-migrantes-venezolanos/ …	Germán Gámez Otero
neutro	0.0	0.0	1.0	0.0	#Perú, #Chile y #Ecuador, tres de los cuatro mayores receptores de migrantes venezolanos en la región, han impuesto visados para el ingreso a su territorio http://bit.ly/366PaPj	El Pitazo
neutro	0.0	0.0	1.0	0.0	Aumentan los actos de xenofobia contra venezolanos en Perú y Ecuador http://www.ntn24america.com/america-latina/venezuela/aumentan-los-actos-de-xenofobia-contra-venezolanos-en-peru-y-ecuador-111234 … #29sep	Ilse Ponce
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos tomaron salida de Ecuador hacia Colombia, según parlamentario ecuatoriano https://vozdeamerica.org/2019/08/27/migrantes-venezolanos-tomaron-salida-de-ecuador-hacia-colombia-segun-parlamentario-ecuatoriano/ …pic.twitter.com/RmtrPEt4Wp	Noticias Venezuela
neutro	0.0	0.0	1.0	0.0	Ecuador exigirá visas a los migrantes venezolanos http://bit.ly/2Med9Fj pic.twitter.com/H71P4Vv2Of	Banca y Negocios
neutro	0.0	0.255	0.745	-0.6249	Ante crisis humanitaria por migrantes venezolanos, #Ecuador activó plan de contingencia                -`                http://bit.ly/2XNJHco	CaraotaDigital
positivo	0.801	0.0	0.199	0.6103	Lo ideal fuera Tenerlos mas que sea 1 hora en Guayaquil-Ecuador.. animensen! Queremos Buena musica Venezolana!♡ @servando @florentino	• Mafer MJ
neutro	0.0	0.0	1.0	0.0	“Probaron” honestidad de inmigrantes venezolanos en Ecuador y este fue el resultado (Imágenes) http://fb.me/ybtBMvHX	cruz alvarado
neutro	0.0	0.0	1.0	0.0	Comenzó el proceso de regularización para migrantes venezolanos en #Ecuador | Lee más  http://bit.ly/2BOimNE	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	Japón dona $3.200.000 a Ecuador para atender a migrantes venezolanos https://vozdeamerica.org/2019/11/28/japon-dona-3-200-000-a-ecuador-para-atender-a-migrantes-venezolanos-2/ …	Actualidad Venezuela
neutro	0.0	0.066	0.934	-0.296	de que tarjeta habla? Soy venezolano y apoyo la lucha del pueblo. pero no estoy de acuerdo con la xenofobia porque bastante ecuatoriano entro a mi tierra y fueron bien recibidos. Somos hijos del libertador.	MDB
neutro	0.0	0.0	1.0	0.0	La desgarradora súplica de cientos de migrantes venezolanos para ingresar a Ecuador https://elportaldesalta.com.ar/la-desgarradora-suplica-de-cientos-de-migrantes-venezolanos-para-ingresar-a-ecuador/ …	El Portal de Salta
neutro	0.0	0.0	1.0	0.0	Ecuador entregó 11 mil visados humanitarios a venezolanos - http://bit.ly/37pKchj  #EVNews #Ecuador #migrantes #Venezuela	El Venezolano
neutro	0.0	0.0	1.0	0.0	Ecuador publica decreto con amnistía y regulación de migración venezolana http://dlvr.it/R98crZ pic.twitter.com/clwQcxBJTg	Diario El Carabobeño
neutro	0.0	0.0	1.0	0.0	"""Inició el proceso de regularización para migrantes #venezolanos."	La Hora Ecuador
neutro	0.0	0.0	1.0	0.0	¡ATENCIÓN! Ecuador exige visa humanitaria a migrantes venezolanos a partir de medianoche https://wp.me/paUDn7-1Mn3 pic.twitter.com/MVCh7Hm8VM	EXTRA VENEZUELA
neutro	0.103	0.078	0.819	0.0516	. Acá en ecuador hay más venezolanos que toda la migración que ha registrado el animal ese. Sin sumar colombia, Peru y chile que han tenido que recibir una cifra alta de venezolanos. Ningún país de sudamerica ha llegado a esos niveles de migración.	José Luis iturralde
neutro	0.0	0.0	1.0	0.0	Chantaje o amenaza? Vaya y pida la nacionalidad cubana, venezolana, argentina...haga lo que le de gana pero fuera de Ecuador	Claudia Salas
neutro	0.0	0.0	1.0	0.0	Ecuador dejará pasar por su territorio a migrantes venezolanos con visa de ingreso a otro país http://j.mp/308zHuz	La Patilla
neutro	0.0	0.0	1.0	0.0	"""El YouTuber Xavi Garcia hizo una investigación sobre la """"honestidad"""" en los Venezolanos inmigrantes en Ecuador y... http://fb.me/2A7hl39gO """	Gus
neutro	0.0	0.0	1.0	0.0	"""Venezolanos en Ecuador se plantaron al grito de “libertad” y “fuera dictadura” -"	NotiWeb-ON 19.5k
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos que entraron en Ecuador bajaron a 50 diarios https://buff.ly/33ZVuHY pic.twitter.com/t9rFDAGwLg	Informe21.com
neutro	0.0	0.0	1.0	0.0	"""Anoten esto"	titina
neutro	0.0	0.101	0.899	-0.5574	Las cosas caen por su propio peso. A juicio de ellos, los problemas del Ecuador son generados por la migración venezolana. Sin embargo, la realidad es otra, los problemas politicos son de ellos exclusivamente.	Wilmer Jesus Pineda
neutro	0.0	0.0	1.0	0.0	Vayan a Chile, Colombia, Perú, Brasil o Ecuador y pregunte sobre Venezolanos r3sidentes en sus paises. todos concuerdan q da lastima lo q ocurre allá pero sus inmigrantes son ofensivos. Asi q el problema son los inmigrantes venezolanos	Ivan Villarreal
neutro	0.0	0.0	1.0	0.0	"""► Ecuador lanzó un importante anuncio para migrantes venezolanos"	EP | Venezuela
neutro	0.0	0.0	1.0	0.0	@MigracionesPe #AlertaFronterasPerú la frontera Perú-Ecuador es la nueva ruta para el narcotráfico y lavado de activos. Y hay inmigrantes Venezolanos que son los nuevos vectores de todo ello. Pero el estado @CancilleriaPeru es ciego, sordo y mudo.	🔬JONNATHAN💻
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos podrán pedir en línea la visa humanitaria para Ecuador https://vozdeamerica.org/2019/08/14/migrantes-venezolanos-podran-pedir-en-linea-la-visa-humanitaria-para-ecuador/ …pic.twitter.com/8J2oB7KU8j	Noticias Venezuela
neutro	0.0	0.104	0.896	-0.296	"""O sea, en Ecuador, no hay gente capaz, para ocupar cargos públicos, que vienen cubanos, venezolanos...Por eso estamos en la ."	Roberto Cajas
neutro	0.0	0.0	1.0	0.0	"""Las últimas cifras de migrantes y refugiados venezolanos que han huido de la dictadura,según lo que hemos recabado desde la @OEA_oficial"	Kurt Gertz 🇩🇪🇻🇪🇪🇸🌍
neutro	0.0	0.0	1.0	0.0	Y a qué le tienen tanto miedo?.. Reprimen y siembran odio en el pueblo y ahora huyen?? En México y Ecuador hay Venezolanos para hacer scrach	Mariluz Suarez
neutro	0.0	0.0	1.0	0.0	"""Ecuador inicia proceso virtual de visas humanitarias para migrantes venezolanos #TalCual #ClaroyRaspao #RegistroHumanitario"	TalCual
neutro	0.037	0.0	0.963	0.128	"""El periodista Carlos Alonso Juárez, exiliado en Chile, informó que los migrantes venezolanos que ingresaron regularmente a Ecuador antes del 25 de julio podrán tramitar la visa “sin problema alguno. Si pasó el tiempo de permanencia legal deberán pagar 50 dólares”"	24-7Digital
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos desbloquean el paso en la frontera entre Ecuador y Colombia http://bit.ly/2HsEel7 pic.twitter.com/oCP6NFiG7N	El Estímulo
neutro	0.073	0.193	0.734	-0.5994	#Migración | La crisis que viven países como Chile, Ecuador o Argentina no ha desestimulado la llegada de venezolanos que huyen de su nación. https://pst.cr/HNGpp  | Vía redacción #CrónicaUNO #Comunidad	Crónica.Uno
neutro	0.0	0.0	1.0	0.0	Presidente @LeninMorenoPAIS  su personal de migración en Rumichaca Ecuador maltrata y humilla a venezolanos que van a Perú y Chile.	luis calderon
neutro	0.0	0.0	1.0	0.0	"""El Éxodo continua creciendo, más datos de la migración el link en la BIO http://bit.ly/32fatwe"	Agencia Carabobeña de Noticias
neutro	0.0	0.0	1.0	0.0	#Internacionales Nuevo convenio de la Organización Internacional del Trabajo (OIT) y la Agencia de los Estados Unidos para el Desarrollo Internacional (USAID) busca que los migrantes venezolanos laboren bajo condiciones de trabajo decente en Perú y Ecuador http://bit.ly/36Ta8S8 pic.twitter.com/MdoItbt4yh	Actualidad Laboral
neutro	0.0	0.0	1.0	0.0	Colombia implementa medidas frente exigencia de visa a inmigrantes venezolanos en Ecuador https://vozdeamerica.org/2019/08/22/colombia-implementa-medidas-frente-exigencia-de-visa-a-inmigrantes-venezolanos-en-ecuador/ …pic.twitter.com/SOcicfoXjm	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	"""Inició el proceso de visa humanitaria para migrantes venezolanos en Ecuador"	Costa del Sol FM
neutro	0.0	0.0	1.0	0.0	"""""""La exigencia de visa en Ecuador hará más vulnerables a los migrantes venezolanos"""": https://mundo.sputniknews.com/america-latina/201907301088203417-la-exigencia-de-visa-en-ecuador-hara-mas-vulnerables-a-los-migrantes-venezolanos/ … vía @SputnikMundo"""	INREDH
neutro	0.0	0.0	1.0	0.0	Censo de inmigrantes venezolanos en Ecuador inicia este jueves - https://is.gd/k2RJRi pic.twitter.com/dUQfTsvWba	El Aragüeño
neutro	0.0	0.0	1.0	0.0	Primero la guardia asesinos venezolana, tambien los de Panamá y luego los Ladrones de Ecuador, todos se limpian... http://fb.me/8kT1B9zw7	MARCELA GARZON
neutro	0.0	0.0	1.0	0.0	Migración venezolana ayudará al crecimiento del PIB en Ecuador, según FMI pic.twitter.com/0TpjdM2Rrv http://owl.li/579K30pVlu9	ecuadorenvivo
neutro	0.0	0.0	1.0	0.0	"""Acá está muy bien reseñando los números de migrantes y refugiados venezolanos en la región."	David Smolansky
neutro	0.0	0.0	1.0	0.0	Ecuador activa registro de inmigrantes venezolanos http://bit.ly/2nEP7tb pic.twitter.com/jYNx6EiQmM	2001online
neutro	0.042	0.0	0.958	0.1027	Donde están los organismos encargados de defender los DDHH de los ciudadanos, hasta cdo tenemos que seguir soportando esta xenofobia a nivel de los paises como Perú y Ecuador que atropellan e insultan a los hermanos venezolanos	Ivonne
neutro	0.0	0.0	1.0	0.0	#ATENCIÓN 10 países buscan implementar tarjeta integral de salud para migrantes venezolanos. Detalles de la participación de Ecuador  http://bit.ly/2ZfGirv  @Salud_Ec @Salud_CZ9 @Salud_CZ8 @Salud_CZ7 @Salud_CZ6 @Salud_CZ5 @Salud_CZ4 @Salud_CZ3 @Salud_CZ2 @Salud_CZ1pic.twitter.com/VfOKXS2cgc	Edición Médica Ec
neutro	0.0	0.0	1.0	0.0	"""Lo que le esta pasando a los venezolanos con la xenofobia que le están aplicando países muertos de hambre como Ecuador Perú Chile y la inefable Colombia así paga el diablo al que les dío la mano y se la sigue dando"	Omar Alberto
neutro	0.0	0.0	1.0	0.0	"""Diferencia, #Uruguay acoge y ayuda a los #Venezolanos"	LaBorraDeLaAbuela
neutro	0.0	0.0	1.0	0.0	Países como Colombia, Perú y Ecuador son los más afectados por la migración venezolana https://konzapata.com/noticia/72670/katalejo/el-exodo-venezolano-tambien-es-un-problema-economico-para-america-latina.html … #24Nov ,	KonZapata.com
neutro	0.0	0.0	1.0	0.0	"""Ecuador, Perú y Chile se coordinan ante migración venezolana"	Luis Enrique Serna E
neutro	0.0	0.0	1.0	0.0	asi es m siento orgulloso como Venezolano  x es triunfo, xq el triunfo d Ecuador es nuestro también .fuera el C	Corsario negro
neutro	0.0	0.0	1.0	0.0	Ya está vigente el pedido de visa para las y los venezolanos | Ecuador exige visa humanitaria a migrantes venezolanos a partir de medianoche https://www.efe.com/efe/america/sociedad/ecuador-exige-visa-humanitaria-a-migrantes-venezolanos-partir-de-medianoche/20000013-4049831 … vía @EFEnoticias	Caʀʟos E. Fʟoʀes
neutro	0.0	0.0	1.0	0.0	@BanEcuadorBP deberían darnos oportunidad de créditos para los migrantes venezolanos que estamos debidamente establecidos y legalizados en ecuador Leobardo Díaz Venezuela en ecuador Manabí.	Leobardo Enrique diaz
neutro	0.0	0.0	1.0	0.0	Silencio defensora de asesinos y dictadores! Ven al #Ecuador vestida como #chavista y vemos cuantos #venezolanos migrantes te caen a coñazos!	Camila Restrepo
neutro	0.062	0.0	0.938	0.34	Presidente de Ecuador promete corredor humanitario para venezolanos. El mandatario aseguró que la masiva migración de venezolanos que ha ingresado a Ecuador en busca de refugio, “ha desbordado” la capacidad de su país. Presidente de Ecuador ... http://tinyurl.com/yxa4k6sy	🇳🇮 Reportes Nicas! 🇳🇮
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos colapsan las fronteras de Brasil, Colombia y Ecuador https://www.eitb.eus/es/noticias/internacional/videos/detalle/5782896/video-migrantes-venezuela-colapsan-fronteras-brasil-colombia-ecuador/ …	jose ramon angulo
neutro	0.0	0.115	0.885	-0.296	Parece que #Ecuador tomará medidas severas contra la migración excesiva #Venezolana y ya no será una opción, y... http://fb.me/2aDMSXIZL	LisS MaldonadoO
neutro	0.0	0.0	1.0	0.0	"""Atención ......."	carlos zarramera
neutro	0.0	0.0	1.0	0.0	Esposa del opositor venezolano Leopoldo López dice que agentes de migración impiden su ingreso a Ecuador. http://fb.me/1N1WONTGe	finecuador
neutro	0.0	0.0	1.0	0.0	El Gobierno de Ecuador declaró el estado de emergencia para atender la migración venezolana https://infob.ae/2OnsH7s pic.twitter.com/zhSzysHMbk	Infobae Venezuela
neutro	0.0	0.0	1.0	0.0	"""RT pichinchauniver: #Exclusiva | Giovanna Tipán, de la Unidad de Movilidad Humana del PichinchaGob estuvo en la frontera de #Ecuador y #Colombia. Te contamos los detalles sobre la situación de los migrantes venezolanos en #Rumichaca"	Sandra Quishpe
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/YDqhKMfMN1	SuNoticiero
neutro	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.097	0.903	-0.5267	Si claro, porque los cientos de muertos que hubo en protestas no son venezolanos. El detalle es que en Ecuador no los matan a plomo como lo hace maduro, si lucharán piedras contra balas como en Venezuela créeme que la situación fuera muy diferente.	Luis Godoy
neutro	0.0	0.0	1.0	0.0	""" ¿ESTÁS EN ECUADOR PERO TU DESTINO ES CHILE?"	AquíenEcuador
neutro	0.0	0.0	1.0	0.0	#ResumenAL Los últimos migrantes venezolanos accedieron a Ecuador antes del requisito de visa http://bit.ly/2ZskAQr  #26Ago vía @contrapuntovzla	Actualidad Laboral
neutro	0.0	0.0	1.0	0.0	Ecuador arranca censo para regularizar a migrantes venezolanos https://elpitazo.net/internacional/ecuador-arranca-censo-para-regularizar-a-migrantes-venezolanos/ …	El Pitazo
neutro	0.0	0.055	0.945	-0.296	#Atención | El canciller colombiano, Carlos Holmes Trujillo, afirmó que los requisitos que impuso el gobierno de Ecuador a Venezuela no impedirán que los venezolanos salgan de su país natal y, como resultado traerá la migración irregular en estos países. pic.twitter.com/A9iHtiMzgc	Informática y Telecom.
neutro	0.0	0.0	1.0	0.0	¡ATENCIÓN! Asamblea Nacional pedirá a Ecuador sistema humanitario para migrantes venezolanos http://bit.ly/326SIiq	Tuiteo Barquisimeto
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile crean grupo técnico para atender migración segura de los venezolanos http://bit.ly/2HGNbHy	Noticia al Día
neutro	0.0	0.0	1.0	0.0	#Runrunes BAJO: ¿Migración? Telesur inauguró estudios en Ecuador, con dinero venezolano claro... http://ln.is/runrun.es/runrunes-d/5Ci6K … via @titosway22	ThaisV
neutro	0.0	0.265	0.735	-0.5574	#LosQueSeVan Ecuador facilitará migración de menores venezolanos sin documentos http://bit.ly/2LSO586 pic.twitter.com/l0KRIxhIgM	Contrapunto
neutro	0.0	0.135	0.865	-0.3595	Que les quede claro #Ecuador es único y la recetica copiada venezolana, no les funcionó, fuera #Mentirolassooosss fuera!	Marianela De Paez
neutro	0.0	0.19	0.81	-0.7065	@Lenin NO SE REFIERA A LOS VENEZOLANO, SON CHAVISTAS DEL REGIMEN DE MADURO ENVIADOS A ALTERAR EL ORDEN EN ECUADOR, NO SON TODOS LOS VENEZOLANOS, EVITE LA XENOFOBIA @jguaido	Gerardo Noriega
neutro	0.0	0.0	1.0	0.0	"""Venezolanos en Ecuador, ¿culpables de las protestas o nueva incitación a la xenofobia?"	RT en Español
neutro	0.0	0.0	1.0	0.0	['noticias']	"utm_campaign=ReviveOldPost"""" dir=""""ltr"""" href=""""https://t.co/rnpzBb2BZC"""" rel=""""nofollow noopener"""" target=""""_blank"""" title=""""http://noti-america.com/site/2019/07/11/ecuador-es-el-tercer-pais-en-numero-de-acogida-de-refugiados-y-migrantes-venezolanos-segun-unicef/?utm_source=ReviveOldPost&amp"
neutro	0.0	0.0	1.0	0.0	"""#Migración | Basado en las proyecciones de #Acnur, el #canciller José Valencia señaló que hasta fin de  año se prevé que haya casi 500 mil venezolanos en #Ecuador."	El Telégrafo Ecuador
neutro	0.0	0.099	0.901	-0.296	EEUU quiere que Ecuador reciba los migran tes de Venezolanos. Mientras ellos destruyen las economías de esos países y no aceptan migrantes.	the puma 🇪🇨
neutro	0.0	0.0	1.0	0.0	#Video | Embajador en #Ecuador: migración venezolana activa bomba de tiempo en la región _. http://bit.ly/2zEmE9D	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	► ¡Pedirán visa! Ecuador se pone exigente con la migración venezolana http://epmundo.com/2019/pediran-visa-ecuador-se-pone-exigente-con-la-migracion-venezolana/ …pic.twitter.com/mJP5AkgUEs	EPVNoticias | El Periódico Venezolano
neutro	0.0	0.0	1.0	0.0	Presidente de Ecuador promete habilitar un corredor humanitario para migrantes venezolanos https://bit.ly/32sFT2z	Runrunes
neutro	0.069	0.057	0.874	0.128	Esta noticia es falsa, ya los soltaron por falta de pruebas, eran taxistas trabajadores, honrados. Por favor no se sume a la desinformacion que crea mas odio hacia los venezolanos de bien q nos encontramos en Ecuador. Irresponsables.	Lednys Marin
neutro	0.0	0.0	1.0	0.0	Empezó censo de migrantes venezolanos para visa en Ecuador https://bit.ly/2lmOl37	Venepress
neutro	0.0	0.051	0.949	-0.296	En el corto plazo es un desafío para el mercado laboral. Pero también hay venezolanos emprendedores que abren negocios en Ecuador y que crearán nuevos empleos y nueva riqueza. No será la primera vez q Ecuador se beneficie de la migración: libaneses, judios, italianos, alemanes...	Alberto AcostaBurneo
neutro	0.0	0.0	1.0	0.0	Denigrante el acto de ver a venezolanos migrantes arrodillados para entrar a Ecuador. Da coraje.	pedro j martinez l
neutro	0.0	0.0	1.0	0.0	"""""""@noticierovv: #Ecuador decreta tres días de duelo por muerte del presidente venezolano, Hugo #Chávez"""" como sí ese muerto fuera de ellos.."""	Se escribe con V
neutro	0.0	0.0	1.0	0.0	historia 2 hermanos venezolanos caminando x la carretera rumbo a Ecuador, como otros miles d migrantes en busca d un mejor futuro y repentinamente el hermano se lanzó bajo el camión.Un ataque d desesperación,angustia,nostalgia. Es duro emigrar a pie	carmencita
neutro	0.0	0.0	1.0	0.0	#2Nov Ecuador y Perú, los países donde se presenta la mayor xenofobia contra los venezolanos http://albertonews.com/internacionale … - @AlbertoRodNews	Reporte Ya
neutro	0.054	0.098	0.848	-0.25	Chile hasta ahora no ha caido en la actitud xenofobica contra los inmigrantes venezolanos pero unos activistas hacen campaña permanente. Será que Chile dejará escrito en la historia que es demasiado civilizada para no embarrarse como peru colombia y ecuador. amanecerá y veremos	@bgproducciones
neutro	0.0	0.0	1.0	0.0	"""#13Sep #Diáspora #Ecuador"	Reporte Ya
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2 millones de dólares para migrantes venezolanos en Ecuador.	ProtestaCivil
neutro	0.0	0.0	1.0	0.0	Ecuador declara estado de emergencia en 3 provincias para brindar atención humanitaria ante la masiva llegada de migrantes de Venezuela. Según la ONU  son mas de 500 000 venezolanos que han ingresado al país...	Josédu Veliz
neutro	0.0	0.0	1.0	0.0	Lenin es el culpable de tanta xenofobia aca en ecuador en contra de los venezolanos, fomento el odio y xenofobia hacia nosotros desde que llego al poder...	elvenezolano
neutro	0.0	0.0	1.0	0.0	A menos de 5 días de que Ecuador comience a exigirle visa a los venezolanos, Migración Colombia anuncia la implementación de un plan de contingencia en el Puesto de Control Migratorio de Rumichaca, en Nariño, para evitar  incrementos en los flujos migratorios	Martha Elizabeth Camargo
neutro	0.0	0.0	1.0	0.0	@SebastianMFA Será q yo vivo en Ecuador,dnd venezolanos como tu quieren impartir ese mismo odio y temor q alla lo difunden	Wɛʟʟɨռɢtօռ Aċɛɮօ G.
neutro	0.0	0.0	1.0	0.0	#Mundo #Ecuador inició proceso digital de visado para migrantes venezolanos http://bit.ly/343IpfY pic.twitter.com/URL1FNzoyI	El Periodiquito
neutro	0.0	0.0	1.0	0.0	"""Ecuador ve el visado para los #Venezolanos como un gesto de """"hermandad real"""" - https://is.gd/wCg3Mg"	Soy Nueva Prensa Digital
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/FhsIfwn97e	SuNoticiero
neutro	0.0	0.0	1.0	0.0	Inmigrantes venezolanos en Ecuador, cómo beneficiarnos ayudando, por @gabricalderon http://dlvr.it/RCvNth	manisierra
neutro	0.0	0.0	1.0	0.0	"""Compartimos la entrevista al Canciller @ValenciaJoseEc con @elcomerciocom sobre la implementación de visas humanitarias para los ciudadanos venezolanos: https://bit.ly/2Z8FkbA  vía @elcomerciocom"	Cancillería Ecuador
neutro	0.0	0.0	1.0	0.0	"""#Internacional  | Ecuador impone visa a migrantes venezolanos"	Órale qué Chiquito
neutro	0.0	0.0	1.0	0.0	Sepa: Ecuador es el tercer país en número de acogida de refugiados y migrantes venezolanos, según Unicef, #11jul.- https://buff.ly/2XESn3J	Descifrado
neutro	0.0	0.0	1.0	0.0	VIDEO | Representantes de Japón entrega ayuda a migrantes venezolanos radicados en Ecuador  https://bit.ly/2R0bPs7	El Noticiero
neutro	0.0	0.0	1.0	0.0	Miles de inmigrantes venezolanos salen en el último mes desde #Colombia a #Ecuador https://reut.rs/2ZtKgYW pic.twitter.com/4ULO2xJvmJ	Reuters Venezuela
neutro	0.055	0.183	0.762	-0.6723	Maria Corina, cuéntale esto al presidente del Ecuador porque creo que él no se ha enterado que Maduro ya le consultó al pueblo Venezolano y el 82% le dijo NO, no queremos un dictador asesino !FUERA MADURO! https://twitter.com/mariacorinaya/status/1004820590820249605 …	Maria Torres
neutro	0.0	0.0	1.0	0.0	Presidentes de Perú, Colombia y Ecuador pidieron apoyo ante migración de venezolanos http://j.mp/2mpvNiN            *	La Patilla
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos evaden la frontera hacia Ecuador a través de pasos irregulares https://wp.me/paUDn7-1OgE pic.twitter.com/SSl9cXAw2P	EXTRA VENEZUELA
neutro	0.0	0.0	1.0	0.0	A los venezolanos que salen porque se mueren de hambre hay que entregarles a @FernandoCasadoG para que le expliquen lo que pasa, fuera #Casado de Ecuador https://twitter.com/lahistoriaec/status/1029108164774506496 …	Monica
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos que retornan a su país desde Ecuador está en aumento | El Comercio https://www.elcomercio.com/actualidad/migrantes-retorno-venezuela-incremento-ecuador.html …	Gustavo Merino
neutro	0.0	0.0	1.0	0.0	¡LEA! Alcalde pide ayuda por aumento de migrantes venezolanos en la frontera de Colombia con Ecuador http://dlvr.it/RBtCN9 pic.twitter.com/i7qxcuVLzD	˗ˏˋ⭐SσyVηєzσℓαησ⭐ˊˎ˗
neutro	0.0	0.0	1.0	0.0	El flujo de venezolanos que ingresaron a Ecuador por Rumichaca creció de 2.458 migrantes el 19 de agosto a 6.945 el sábado (183% más), según indicó a la AFP una fuente del ministerio ecuatoriano de Gobierno.	rvargas
neutro	0.0	0.0	1.0	0.0	Frontera entre Colombia y Ecuador en Los Andes ve explosivo aumento de paso de migrantes venezolanos http://www.sr490.com/?p=147701	SR490
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos - http://bit.ly/2M5Ksr6 pic.twitter.com/5N8PsTXkPi	Runrunes
neutro	0.0	0.0	1.0	0.0	"""Migración venezolana en Ecuador: """"Se debe establecer una política conjunta con otros países"""" https://sptnkne.ws/jqqy """	Sputnik Mundo
neutro	0.0	0.0	1.0	0.0	Migración Colombia pide a Ecuador revisar imposición de visa a venezolanos http://j.mp/2HLWq9C                              .	La Patilla
neutro	0.094	0.081	0.825	-0.0772	Porque buscas la victimización?. Se ha ayudado a los migrantes en todos los paises de forma humanitaria. Pero muchos de esos paises tambien sufren crisis como Ecuador. Y tambien el pedir registros, antecedentes penales es una ley. Pero para lo venezolanos se ha hecho una exepcion pic.twitter.com/PHjQ9ZlJKf	Teddy
